carpark,address,postal_code,weekdays_rate,weekdays_rate_2,weekdays_rate_3,weekdays_rate_4,weekdays_rate_5,weekdays_rate_6,weekdays_rate_7,weekdays_rate_8,saturday_rate,saturday_rate_2,saturday_rate_3,saturday_rate_4,saturday_rate_5,saturday_rate_6,sunday_publicholiday_rate,sunday_publicholiday_rate_2,sunday_publicholiday_rate_3,sunday_publicholiday_rate_4,sunday_publicholiday_rate_5,sunday_publicholiday_rate_6,sunday_publicholiday_rate_7
Tampines Plaza 2,5 Tampines Central 1 Singapore 529541,529541,01:00 AM - 08:00 AM: 10 mins grace period; First 2 hours $2.10; Subsequent 30 mins $1.05,08:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $1.05,05:00 PM - 01:00 AM: 10 mins grace period; $2.60 per entry,,,,,,01:00 AM - 08:00 AM: 10 mins grace period; First 2 hours $2.10; Subsequent 30 mins $1.05,08:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $1.05,05:00 PM - 01:00 AM: 10 mins grace period; $2.60 per entry,,,,01:00 AM - 08:00 AM: 10 mins grace period; First 2 hours $2.10; Subsequent 30 mins $1.05,08:00 AM - 01:00 AM: 10 mins grace period; $2.60 per entry,,,,,
Tampines Stadium / Sports Hall / ClubFITT Gym,25 Tampines Street 82 Singapore 528988,528988,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; $1.20 per entry,,,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; $1.20 per entry,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; $1.20 per entry,,,,
Tanah Merah Ferry Terminal,50 Tanah Merah Ferry Road Singapore 498833,498833,12:00 AM - 12:00 AM: $1.50 per hour; Capped at $28.00,,,,,,,,12:00 AM - 12:00 AM: $1.50 per hour; Capped at $28.00,,,,,,12:00 AM - 12:00 AM: $1.50 per hour; Capped at $28.00,,,,,,
Tanjong Katong Complex,845 Geylang Road Singapore 400845,400845,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,
Tat Ann Building,40 Jalan Pemimpin Singapore 577185,577185,07:00 AM - 06:00 PM: $0.70 per 30 mins,06:00 PM - 07:00 AM: $3.00 per entry,07:00 AM - 06:00 PM: $1.00 per 30 mins,,,,,,Same as weekdays,,,,,,12:00 AM - 12:00 AM: $3.00 per entry,,,,,,
Techlink,31 Kaki Bukit Road 3 Singapore 417818,417818,12:00 AM - 05:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,05:00 PM - 12:00 AM: 10 mins grace period; $2.14 per entry,,,,,,,12:00 AM - 05:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,05:00 PM - 12:00 AM: 10 mins grace period; $2.14 per entry,,,,,12:00 AM - 05:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,05:00 PM - 12:00 AM: 10 mins grace period; $2.14 per entry,,,,,
Technolink Centre,430 Chai Chee Road Singapore 469000,469000,08:00 AM - 05:00 PM: $1.00 per 30 mins,12:00 AM - 12:00 AM: $1.50 per entry,,,,,,,08:00 AM - 05:00 PM: $1.00 per 30 mins,12:00 AM - 12:00 AM: $1.50 per entry,,,,,12:00 AM - 12:00 AM: $1.50 per entry,,,,,,
Techview,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 10:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,10:00 PM - 08:00 AM: No parking,,,,,,,08:00 AM - 10:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,10:00 PM - 08:00 AM: No parking,,,,,08:00 AM - 10:00 PM: 10 mins grace period; First hour $2.14; Subsequent 30 mins $1.60,10:00 PM - 08:00 AM: No parking,,,,,
TelePark,5 Tampines Central 6 Singapore 529482,529482,07:00 AM - 10:00 PM: $1.00 per 30 mins,10:00 PM - 07:00 AM: First 30 mins $1.00; $22.00 per entry,,,,,,,07:00 AM - 10:00 PM: $1.00 per 30 mins,10:00 PM - 07:00 AM: First 30 mins $1.00; $22.00 per entry,,,,,07:00 AM - 10:00 PM: $1.00 per 30 mins,10:00 PM - 07:00 AM: First 30 mins $1.00; $22.00 per entry,,,,,
The Midtown,1189 Upper Serangoon Road Singapore 534785,534785,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.70,,,,,,,,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.70,,,,,,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.70,,,,,,
The Necessary Stage,278 Marine Parade Road Singapore 449282,449282,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: 15 mins grace period; $0.65 per entry,12:00 AM - 12:00 AM: 15 mins grace period; Per 30 mins $1.20,,,,
Conrad Centennial Singapore (Basement Car Park),2 Temasek Boulevard Singapore 038982,038982,07:00 AM - 06:00 PM: First hour $3.90; Subsequent 30 mins $1.95,06:00 PM - 11:59 PM: $3.00 per entry,12:00 AM - 06:59 AM: First hour $3.90; Subsequent 30 mins $1.95,02:00 AM - 06:59 AM: First hour $3.90; Subsequent 30 mins $1.95,07:00 AM - 02:00 AM: First 2 hours $2.80; Subsequent hour $1.40,02:00 AM - 07:00 AM: First hour $3.90; Subsequent 30 mins $1.95,,,Same as weekdays,,,,,,07:00 AM - 02:00 AM: First 2 hours $2.80; Subsequent hour $1.40,02:00 AM - 07:00 AM: First hour $3.90; Subsequent 30 mins $1.95,,,,,
The Punggol Settlement,3 Punggol Point Road Singapore 828694,828694,07:00 AM - 05:00 PM: 10 mins grace period; First hour $1.00; Subsequent 30 mins $0.50,05:00 PM - 12:00 AM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,12:00 AM - 07:00 AM: 10 mins grace period; $3.00 per entry,07:00 AM - 05:00 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,05:00 PM - 12:00 AM: 10 mins grace period; First hour $2.00; Subsequent 30 mins $1.00,12:00 AM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,Same as weekdays,,,,,,07:00 AM - 05:00 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,05:00 PM - 12:00 AM: 10 mins grace period; First hour $2.00; Subsequent 30 mins $1.00,12:00 AM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,
Copthorne King's Hotel,403 Havelock Road Singapore 169632,169632,07:00 AM - 12:00 AM: First hour $4.00; Subsequent 30 mins $1.50,12:00 AM - 07:00 AM: First hour $4.00; Subsequent 30 mins $2.00,,,,,,,07:00 AM - 12:00 AM: First hour $4.00; Subsequent 30 mins $1.50,12:00 AM - 07:00 AM: First hour $4.00; Subsequent 30 mins $2.00,,,,,07:00 AM - 12:00 AM: First hour $4.00; Subsequent 30 mins $1.50,12:00 AM - 07:00 AM: First hour $4.00; Subsequent 30 mins $2.00,,,,,
The Seletar Mall,33 Sengkang West Avenue Singapore 797653,797653,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.60,,,,,,,,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.60,,,,,,12:00 AM - 12:00 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.60,,,,,,
Copthorne Orchid Hotel,214 Dunearn Road Singapore 299526,299526,12:00 AM - 12:00 AM: No parking,,,,,,,,12:00 AM - 12:00 AM: No parking,,,,,,12:00 AM - 12:00 AM: No parking,,,,,,
Courtyard by Marriott Singapore Novena,99 Irrawaddy Road Singapore 329568,329568,12:00 AM - 12:00 AM: $3.00 per hour,,,,,,,,12:00 AM - 12:00 AM: $3.00 per hour,,,,,,12:00 AM - 12:00 AM: $3.00 per hour,,,,,,
The Signature (Changi Business Park),51 Changi Business Park Central 2 Singapore 486066,486066,07:00 AM - 07:00 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $4.00,07:00 AM - 07:00 AM: $0.20 per hour; Capped at $0.65,,,,,,,07:00 AM - 07:00 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $4.00,07:00 AM - 07:00 AM: $0.20 per hour; Capped at $0.65,,,,,07:00 AM - 07:00 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $4.00,07:00 AM - 07:00 AM: $0.20 per hour; Capped at $0.65,,,,,
Craig Place,20 Craig Road Singapore 089692,089692,07:00 AM - 06:00 PM: $1.85 per 30 mins,06:00 PM - 07:00 AM: $4.35 per entry,07:00 AM - 07:00 AM: $3.05 per entry,,,,,,07:00 AM - 06:00 PM: $1.85 per 30 mins,06:00 PM - 07:00 AM: $4.35 per entry,07:00 AM - 07:00 AM: $3.05 per entry,,,,07:00 AM - 07:00 AM: $4.35 per entry,,,,,,
Cross Street Exchange,18 Cross Street Singapore 048423,048423,08:00 AM - 06:00 PM: $1.90 per 30 mins,06:00 PM - 08:00 AM: $3.20 per entry,,,,,,,08:00 AM - 08:00 AM: $3.20 per entry,,,,,,08:00 AM - 08:00 AM: $3.20 per entry,,,,,,
The Venue Residences and Shoppes,18 Upper Serangoon Road Singapore 347629,347629,07:00 AM - 06:00 PM: 10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70,12:00 AM - 07:00 AM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 12:00 AM: 10 mins grace period; $2.50 per entry,,,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70,12:00 AM - 07:00 AM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 12:00 AM: 10 mins grace period; $2.50 per entry,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70,12:00 AM - 07:00 AM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 12:00 AM: 10 mins grace period; $2.50 per entry,,,,
CT Hub,2 Kallang Ave Singapore 339407,339407,12:00 AM - 07:00 PM: $1.80 per hour,07:00 PM - 12:00 AM: $2.00 per entry,,,,,,,12:00 AM - 07:00 PM: $1.80 per hour,07:00 PM - 12:00 AM: $2.00 per entry,,,,,12:00 AM - 07:00 PM: $1.80 per hour,07:00 PM - 12:00 AM: $2.00 per entry,,,,,
The Woodleigh Mall,11 Bidadari Park Drive Singapore 367803,367803,12:00 AM - 12:00 AM: 15 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,,,,,,,,12:00 AM - 12:00 AM: 15 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,,,,,,12:00 AM - 12:00 AM: 15 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,,,,,,
The Yards @ Joo Chiat,408 Joo Chiat Place Singapore 428045,428045,12:00 AM - 06:00 PM: $0.90 per 30 mins,06:00 PM - 12:00 AM: $2.50 per entry,,,,,,,12:00 AM - 06:00 PM: $0.90 per 30 mins,06:00 PM - 12:00 AM: $2.50 per entry,,,,,12:00 AM - 06:00 PM: $0.90 per 30 mins,06:00 PM - 12:00 AM: $2.50 per entry,,,,,
CT Hub 2,114 Lavender Street Singapore 338729,338729,07:00 AM - 07:00 PM: 10 mins grace period; Per min $0.03,07:00 PM - 07:00 AM: 10 mins grace period; $3.00 per entry,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per min $0.03; Capped at $3.00,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per min $0.03; Capped at $3.00,,,,,,
Tong Lee Building,35 Kallang Pudding Road Singapore 349314,349314,07:00 AM - 05:00 PM: First hour $1.40; Subsequent 30 mins $0.70,,,,,,,,07:00 AM - 05:00 PM: First hour $1.40; Subsequent 30 mins $0.70,,,,,,12:00 AM - 12:00 AM: No parking,,,,,,
Tristar Complex (Inn S'pore),970 Geylang Road Singapore 423492,423492,07:00 AM - 05:00 PM: $0.40 per 30 mins,05:00 PM - 07:00 AM: $2.00 per entry,,,,,,,07:00 AM - 05:00 PM: $0.40 per 30 mins,05:00 PM - 07:00 AM: $2.00 per entry,,,,,07:00 AM - 05:00 PM: $0.40 per 30 mins,05:00 PM - 07:00 AM: $2.00 per entry,,,,,
Trivex,8 Burn Road Singapore 369977,369977,07:00 AM - 05:00 PM: $0.90 per 30 mins,05:00 PM - 07:00 AM: $2.20 per entry,,,,,,,07:00 AM - 05:00 PM: $0.90 per 30 mins,05:00 PM - 07:00 AM: $2.20 per entry,,,,,12:00 AM - 12:00 AM: $3.30 per entry,,,,,,
UB. One,12 Tai Seng Link #06-02 Singapore 534233,534233,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.70,05:00 PM - 07:00 AM: 10 mins grace period; $2.15 per entry,,,,,,,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.70,05:00 PM - 07:00 AM: 10 mins grace period; $2.15 per entry,,,,,12:00 AM - 12:00 AM: 10 mins grace period; $3.25 per entry,,,,,,
UBIX,25 Ubi Road 4 Singapore 408621,408621,12:00 AM - 12:00 AM: First hour $2.67; Subsequent 30 mins $1.60,,,,,,,,12:00 AM - 12:00 AM: First hour $1.60; Subsequent 30 mins $1.07,,,,,,12:00 AM - 12:00 AM: First hour $1.60; Subsequent 30 mins $1.07,,,,,,
Vertex,33 Ubi Ave 3 Singapore 408868,408868,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.87,05:00 PM - 07:00 AM: 10 mins grace period; $2.89 per entry,,,,,,,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.87,05:00 PM - 07:00 AM: 10 mins grace period; $2.89 per entry,,,,,12:00 AM - 12:00 AM: 10 mins grace period; $3.60 per entry,,,,,,
White Sands,1 Pasir Ris Central Street 3 Singapore 518457,518457,06:00 AM - 06:00 PM: First hour $1.28; Subsequent 30 mins $0.85,06:00 PM - 12:00 AM: 10 mins grace period; $2.40 per entry,12:00 AM - 06:00 AM: No parking,,,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $1.44; Subsequent 30 mins $1.07,06:00 PM - 12:00 AM: 10 mins grace period; $2.40 per entry,12:00 AM - 06:00 AM: No parking,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $1.44; Subsequent 30 mins $1.07,06:00 PM - 12:00 AM: 10 mins grace period; $2.40 per entry,12:00 AM - 06:00 AM: No parking,,,,
Jurong Bird Park,12 Tai Seng Link #06-02 Singapore 534233,534233,07:00 AM - 07:00 PM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: Free parking,,,,,,,07:00 AM - 07:00 PM: 15 mins grace period; Per 30 mins $0.60,12:00 AM - 12:00 AM: Free parking,,,,,12:00 AM - 12:00 AM: Free parking,,,,,,
Yi Guang Factory Building,"180 Paya Lebar Road, S(409032",409032,07:00 AM - 06:00 PM: 10 mins grace period; First hour $1.50; Subsequent hour $1.50,06:00 PM - 07:00 AM: 10 mins grace period; $2.00 per entry,07:00 AM - 01:00 PM: 10 mins grace period; First hour $1.50; Subsequent hour $1.50,01:00 PM - 07:00 AM: 10 mins grace period; $2.00 per entry,,,,,Same as weekdays,,,,,,12:00 AM - 12:00 AM: 10 mins grace period; $2.00 per entry,,,,,,
Jurong Crocodile & Reptile Paradise,"241 Jalan Ahmad Ibrahim, S(629143",629143,08:00 AM - 06:00 PM: $2.00 per entry,06:00 PM - 07:59 AM: Free parking,,,,,,,08:00 AM - 06:00 PM: $2.00 per entry,06:00 PM - 07:59 AM: Free parking,,,,,08:00 AM - 06:00 PM: $2.00 per entry,06:00 PM - 07:59 AM: Free parking,,,,,
Jurong Lake Gardens,"104 Yuan Ching Road, S(618665",618665,08:30 AM - 12:00 PM: 15 mins grace period; Per 30 mins $0.60,02:30 PM - 06:30 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,08:30 AM - 06:30 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,08:30 AM - 06:30 AM: 15 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,
Jurong Medical Centre,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 05:00 PM: First hour $2.15; Subsequent 30 mins $1.07,05:00 PM - 08:00 AM: First hour $2.15; Subsequent 30 mins $1.07,,,,,,,08:00 AM - 05:00 PM: First hour $2.15; Subsequent 30 mins $1.07,05:00 PM - 08:00 AM: First hour $2.15; Subsequent 30 mins $1.07,,,,,08:00 AM - 05:00 PM: First hour $2.15; Subsequent 30 mins $1.07,05:00 PM - 08:00 AM: First hour $2.15; Subsequent 30 mins $1.07,,,,,
Jurong Point Shopping Centre,12 Tai Seng Link #06-02 Singapore 534233,534233,07:00 AM - 09:59 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75,10:00 PM - 06:59 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.60,07:00 AM - 09:59 PM: 10 mins grace period; First hour $1.80; Subsequent 30 mins $0.90,,,,,,Same as weekdays,,,,,,10:00 PM - 06:59 AM: 10 mins grace period; First hour $1.20; Subsequent 30 mins $0.60,,,,,,
Jurong Theatre,"101 Yung Sheng Road, S(618497",618497,08:00 AM - 08:59 PM: 10 mins grace period; Per hour $1.60,09:00 PM - 07:59 AM: 10 mins grace period; $3.00 per entry,,,,,,,08:00 AM - 08:59 PM: 10 mins grace period; Per hour $1.60,09:00 PM - 07:59 AM: 10 mins grace period; $3.00 per entry,,,,,08:00 AM - 07:59 AM: 10 mins grace period; $3.00 per entry,,,,,,
Jurong West Stadium / Sports Hall / ClubFITT Gym,"20 Jurong West Street 93, S(648965",648965,07:00 AM - 10:30 PM: $0.60 per hour,10:30 PM - 07:00 AM: $0.60 per hour,,,,,,,07:00 AM - 10:30 PM: $0.60 per hour,10:30 PM - 07:00 AM: $0.60 per hour,,,,,07:00 AM - 10:30 PM: $0.60 per hour,10:30 PM - 07:00 AM: $0.60 per hour,,,,,
KAP Mall,9 King Albert Park S(598332,598332,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $1.60,,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $1.60,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $1.60,,,,,,
KK Women's and Children's Hospital,"100 Bukit Timah Road, S(229899",229899,06:01 AM - 06:00 PM: $0.05 per min,06:01 PM - 06:00 AM: $3.00 per entry,,,,,,,12:01 PM - 12:00 AM: $3.00 per entry,,,,,,12:01 PM - 12:00 AM: $3.00 per entry,,,,,,
Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533",680533,07:00 AM - 06:00 PM: $0.60 per 30 mins,06:00 PM - 10:30 PM: $0.60 per 30 mins; Capped at $1.50,10:30 PM - 07:00 AM: $0.60 per 30 mins; Capped at $5.00,,,,,,07:00 AM - 10:30 PM: $0.60 per 30 mins; Capped at $1.50,10:30 PM - 07:00 AM: $0.60 per 30 mins; Capped at $5.00,,,,,07:00 AM - 10:30 PM: $0.60 per 30 mins; Capped at $1.50,10:30 PM - 07:00 AM: $0.60 per 30 mins; Capped at $5.00,,,,,
Link Hotel Singapore,"50 Tiong Bahru Road, S(168733",168733,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $3.50,,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $3.50,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per hour $3.50,,,,,,
Lot One,"21 Choa Chu Kang Avenue 4, S(689812",689812,12:00 AM - 05:59 PM: 10 mins grace period; First hour $1.35; Subsequent 15 mins $0.45,05:00 PM - 11:59 PM: 10 mins grace period; $2.65 per entry,,,,,,,03:00 AM - 05:59 PM: 10 mins grace period; First 2 hours $2.65; Subsequent 15 mins $0.45,06:00 PM - 11:59 PM: 10 mins grace period; $2.65 per entry,12:00 AM - 02:59 AM: 10 mins grace period; Per 15 mins $0.45,,,,03:00 AM - 05:59 PM: 10 mins grace period; First 2 hours $2.65; Subsequent 15 mins $0.45,06:00 PM - 11:59 PM: 10 mins grace period; $2.65 per entry,12:00 AM - 02:59 AM: 10 mins grace period; Per 15 mins $0.45,,,,
Mcdonald's @ Jurong Central Park,"291 Boon Lay Way, S(649849",649849,06:30 AM - 08:30 AM: Free parking,08:30 AM - 06:30 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,06:30 AM - 08:30 AM: Free parking,08:30 AM - 06:30 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,06:30 AM - 08:30 AM: Free parking,08:30 AM - 06:30 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,
Memories at Old Ford Factory (MOFF),"351 Upper Bukit Timah Road, S(588192",588192,Weekdays before 5/6pm: Free daily,Weekdays after 5/6pm: -,,,,,,,Saturdays: -,,,,,,Sundays/Public Holidays: -,,,,,,
Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675",138675,06:00 AM - 04:59 PM: 10 mins grace period; First 2 hours $2.00; Subsequent hour $3.00,06:00 PM - 05:59 AM: 10 mins grace period; Per hour $1.20,,,,,,,06:00 AM - 05:59 AM: 10 mins grace period; Per hour $1.20,,,,,,06:00 AM - 05:59 AM: 10 mins grace period; Per hour $1.20,,,,,,
National Institute of Education (NIE),12 Tai Seng Link #06-02 Singapore 534233,534233,05:00 AM - 05:45 PM: $0.02 per min,05:45 PM - 05:00 AM: Free parking,,,,,,,12:00 AM - 12:00 AM: Free parking,,,,,,12:00 AM - 12:00 AM: Free parking,,,,,,
National University Hospital (NUH),"5 Lower Kent Ridge Road, S(119074",119074,12:00 AM - 12:00 AM: $0.04 per min,,,,,,,,12:00 AM - 12:00 AM: $0.04 per min,,,,,,12:00 AM - 12:00 AM: $0.04 per min,,,,,,
Ngee Ann Polytechnic,"535 Clementi Road, S(599489",599489,07:00 AM - 05:00 PM: $1.20 per hour,05:00 PM - 10:30 PM: $1.20 per hour,,,,,,,07:00 AM - 05:00 PM: $1.20 per hour,05:00 PM - 10:30 PM: $1.20 per hour,,,,,07:00 AM - 05:00 PM: $1.20 per hour,05:00 PM - 10:30 PM: $1.20 per hour,,,,,
NTFGH - Ng Teng Fong General Hospital,"1 Jurong East Street 21, S(609606",609606,07:00 AM - 07:00 PM: 10 mins grace period; Per min $0.03,07:00 PM - 07:00 AM: 10 mins grace period; Per min $0.03,,,,,,,07:00 AM - 07:00 PM: 10 mins grace period; Per min $0.03,07:00 PM - 07:00 AM: 10 mins grace period; Per min $0.03,,,,,07:00 AM - 07:00 PM: 10 mins grace period; Per min $0.03,07:00 PM - 07:00 AM: 10 mins grace period; Per min $0.03,,,,,
Delfi Orchard,402 Orchard Road Singapore 238876,238876,07:00 AM - 06:00 PM: First hour $3.64; Subsequent 30 mins $2.35,06:00 PM - 11:00 PM: $5.35 per entry,,,,,,,07:00 AM - 06:00 PM: First hour $3.64; Subsequent 30 mins $2.35,06:00 PM - 11:00 PM: $5.35 per entry,,,,,12:00 AM - 12:00 AM: $5.35 per 4 hours,,,,,,
Delta House,2 Alexandra Road Singapore 159919,159919,07:00 AM - 06:00 PM: First 30 mins $1.20; Subsequent 30 mins $1.50,06:00 PM - 07:00 AM: $2.00 per entry,07:00 AM - 01:00 PM: First 30 mins $1.20; Subsequent 30 mins $1.50,01:00 PM - 07:00 AM: $2.00 per entry,,,,,Same as weekdays,,,,,,07:00 AM - 07:00 AM: $2.00 per entry,,,,,,
DUO Tower,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 05:59 PM: 10 mins grace period; First hour $2.40; Subsequent 15 mins $0.75,06:00 PM - 07:59 AM: 10 mins grace period; $3.50 per entry,,,,,,,12:01 AM - 11:59 PM: 10 mins grace period; $3.50 per entry,,,,,,12:01 AM - 11:59 PM: 10 mins grace period; $3.50 per entry,,,,,,
Elizabeth Hotel,24 Mount Elizabeth Singapore 228518,228518,07:00 AM - 06:00 PM: 15 mins grace period; First hour $4.00; Subsequent 30 mins $2.00,06:00 PM - 07:00 AM: 15 mins grace period; $5.00 per entry,,,,,,,07:00 AM - 06:00 PM: 15 mins grace period; First hour $4.00; Subsequent 30 mins $2.00,06:00 PM - 07:00 AM: 15 mins grace period; $5.00 per entry,,,,,07:00 AM - 07:00 AM: 15 mins grace period; $5.00 per entry,,,,,,
Enabling Village,20 Lengkok Bahru Singapore 159053,159053,08:00 AM - 06:00 PM: hour grace period; Per 30 mins $0.60,06:00 PM - 08:00 AM: hour grace period; Per 30 mins $0.60,,,,,,,08:00 AM - 06:00 PM: hour grace period; Per 30 mins $0.60,06:00 PM - 08:00 AM: hour grace period; Per 30 mins $0.60,,,,,08:00 AM - 06:00 PM: hour grace period; Per 30 mins $0.60,06:00 PM - 08:00 AM: hour grace period; Per 30 mins $0.60,,,,,
Environment Building,40 Scotts Road Singapore 228231,228231,12:00 AM - 12:00 AM: No parking,,,,,,,,12:00 AM - 12:00 AM: No parking,,,,,,12:00 AM - 12:00 AM: No parking,,,,,,
Eon Shenton,70 Shenton Way Singapore 079118,079118,07:00 AM - 05:00 PM: $2.50 per hour,05:00 PM - 07:00 AM: $3.00 per entry,07:00 AM - 01:00 PM: $2.50 per hour,01:00 PM - 07:00 AM: $3.00 per entry,,,,,Same as weekdays,,,,,,07:00 AM - 07:00 AM: $3.00 per entry,,,,,,
